SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME
30950,"41.71, -72.222",430 Pleasant St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
10197,"41.72, -72.201",167 Ash St.,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21345,"41.717, -72.209",100 Summit St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30686,"41.71, -72.217",311 Pleasant St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31473,"41.707, -72.201",215 Windham Rd,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30786,"41.706, -72.2",255 Windham Rd,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21191,"41.718, -72.214",206 Walnut St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20931,"41.72, -72.214",266 Walnut St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20866,"41.717, -72.204",255 Jackson St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21102,"41.719, -72.212",207 Lewiston Ave,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
10031,"41.725, -72.202",554 Jackson St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30440,"41.71, -72.222",434 Pleasant St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20097,"41.723, -72.204",335 Ash St.,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31012,"41.708, -72.21",47 South St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20790,"41.717, -72.214",175 Walnut St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21167,"41.718, -72.213",222 Lewiston Ave,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
10245,"41.721, -72.201",41 Gordon Ave,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
40399,"41.715, -72.214",79 Spring St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
10907,"41.724, -72.201",537 Jackson St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30610,"41.71, -72.219",366 Pleasant St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
